epoch,train_loss,val_loss,val_acc,val_head_support_acc,val_head_query_acc
0,1.5574977314472198,1.5238246250152587,41.29333333333333,0.4947999999999999,0.4129333333333333
1,1.5432596790790558,1.5231505978107451,40.8,0.4716,0.40800000000000003
2,1.5409271502494812,1.512221816778183,41.18666666666667,0.48200000000000004,0.4118666666666666
3,1.5296502804756165,1.5135429894924164,43.65333333333333,0.5008,0.4365333333333333
4,1.5307438719272612,1.5235515451431274,40.199999999999996,0.46520000000000006,0.40199999999999997
5,1.5214499402046204,1.513385490179062,40.18666666666667,0.4536,0.40186666666666665
6,1.5193135333061218,1.5089648866653442,40.52,0.4744,0.40519999999999995
7,1.523492294549942,1.505571209192276,40.12,0.4548,0.4012
8,1.5237810802459717,1.5087635719776153,40.8,0.4620000000000001,0.40800000000000003
9,1.5034498023986815,1.494819747209549,44.906666666666666,0.512,0.4490666666666667
10,1.5108853781223297,1.4990196382999421,44.18666666666666,0.49320000000000014,0.4418666666666665
11,1.499834555387497,1.5117723155021667,41.25333333333334,0.4716,0.4125333333333333
12,1.493114354610443,1.5063957011699676,40.69333333333333,0.47720000000000007,0.40693333333333337
13,1.497946629524231,1.512480925321579,40.16,0.4596,0.4016
14,1.5047546887397767,1.5200176131725311,37.21333333333333,0.4368000000000001,0.3721333333333333
15,1.4915304374694824,1.5080508744716645,40.36000000000001,0.46720000000000006,0.4035999999999999
16,1.4982873368263245,1.5240811562538148,41.02666666666667,0.48719999999999997,0.41026666666666656
17,1.4922387981414795,1.5241670298576355,40.54666666666667,0.4836000000000001,0.40546666666666675
18,1.485238525867462,1.520680080652237,39.08,0.4528000000000001,0.3907999999999999
19,1.4750754308700562,1.5248250603675841,39.32,0.4556000000000001,0.3932
20,1.4813062870502471,1.5152195167541505,40.25333333333333,0.45799999999999996,0.40253333333333324
21,1.490195347070694,1.5321926176548004,39.093333333333334,0.4420000000000001,0.39093333333333335
22,1.491027981042862,1.5242480671405791,40.97333333333333,0.4628,0.40973333333333334
23,1.4868148124217988,1.5191380131244658,41.12,0.49520000000000003,0.41120000000000007
24,1.484322749376297,1.5300606799125671,38.77333333333333,0.46320000000000006,0.38773333333333343
25,1.472139149904251,1.5296937620639801,39.626666666666665,0.4636000000000001,0.3962666666666667
26,1.4756725335121155,1.5047833478450776,40.0,0.46840000000000004,0.4
27,1.480709103345871,1.5144596922397613,43.10666666666666,0.48400000000000004,0.4310666666666667
28,1.4711589848995208,1.5147106647491455,36.72,0.4204,0.3672000000000001
29,1.4738883066177368,1.5118650221824645,39.72,0.4464000000000001,0.3972
