epoch,train_loss,val_loss,val_acc,val_head_support_acc,val_head_query_acc
0,1.1750360345840454,1.0491852217912674,73.16000000000001,0.7883999999999999,0.7315999999999998
1,1.0210370284318924,1.0455286675691604,72.69333333333334,0.7727999999999998,0.7269333333333334
2,0.9634469670057296,0.9478106868267059,74.44,0.7728000000000002,0.7444
3,0.9311163926124573,0.9510962682962417,69.38666666666667,0.7172,0.6938666666666667
4,0.889582753777504,0.9103047132492066,72.76,0.7576,0.7276
5,0.8581013685464859,0.8594825768470764,75.81333333333333,0.7992,0.7581333333333332
6,0.8303783786296844,0.8572277665138245,75.6,0.7863999999999999,0.7559999999999999
7,0.8136925023794174,0.8536344584822655,73.13333333333333,0.7596,0.7313333333333333
8,0.7803749853372574,0.849905806183815,72.38666666666666,0.7535999999999998,0.7238666666666667
9,0.7663846004009247,0.8265646880865097,74.61333333333334,0.7704000000000001,0.7461333333333334
10,0.7579770916700364,0.8234451028704644,74.01333333333334,0.7668,0.7401333333333335
11,0.7232630610466003,0.7741602277755737,75.64,0.7811999999999999,0.7564000000000002
12,0.7181299838423729,0.7937803499400615,74.88,0.7784,0.7488000000000001
13,0.7164166721701622,0.794001250565052,72.91999999999999,0.7519999999999999,0.7292000000000001
14,0.703398947417736,0.7551204267144204,75.2,0.7771999999999999,0.752
15,0.6780207818746566,0.755935643017292,74.64,0.7696,0.7463999999999998
16,0.6450527086853981,0.7482963484525681,76.30666666666666,0.7979999999999999,0.7630666666666666
17,0.6705478748679161,0.7737697744369507,75.42666666666666,0.7896,0.7542666666666666
18,0.6267003393173218,0.7146965080499649,76.96,0.794,0.7696
19,0.6251657775044441,0.7173900809884072,77.75999999999999,0.8048000000000001,0.7776
20,0.6004025441408157,0.7443508327007293,75.54666666666667,0.7811999999999999,0.7554666666666666
21,0.6256971296668052,0.6930683580040932,78.65333333333334,0.8095999999999998,0.7865333333333332
22,0.6095601654052735,0.7151578491926194,75.88,0.7892,0.7588000000000001
23,0.5988546958565713,0.6923898123204708,76.57333333333334,0.7951999999999999,0.7657333333333333
24,0.6011514282226562,0.7085568554699421,77.19999999999999,0.8080000000000002,0.7719999999999998
25,0.5518520417809486,0.750306845009327,75.34666666666668,0.7903999999999998,0.7534666666666665
26,0.5891964104771614,0.6888690808415413,76.48,0.7959999999999999,0.7647999999999999
27,0.5804676949977875,0.6994053192436696,75.52000000000001,0.7787999999999998,0.7552000000000001
28,0.5484477367997169,0.6848896655440331,77.39999999999999,0.8052000000000001,0.774
29,0.5360196122527122,0.6542665539681911,78.38666666666666,0.8083999999999999,0.7838666666666667
