epoch,train_loss,val_loss,val_acc,val_head_support_acc,val_head_query_acc
0,29.77273227992142,30.07728753505343,18.36,0.18040000000000003,0.18360000000000004
1,29.85623936600601,29.900448999815485,18.840000000000003,0.19039999999999999,0.1884
2,29.576245018545936,29.79729318759335,19.120000000000005,0.1808,0.1912
3,29.812029732196525,29.4681770247894,20.013333333333332,0.1956,0.20013333333333333
4,29.517298840133307,29.75799573531825,19.226666666666667,0.17920000000000003,0.1922666666666667
5,29.969219541296926,30.082199716587805,18.346666666666668,0.188,0.18346666666666667
6,29.82676627679968,30.430964605529315,17.4,0.1704,0.174
7,30.308160067169638,29.271689763413914,20.546666666666667,0.19760000000000003,0.20546666666666671
8,29.8169419137309,29.969219541296912,18.653333333333336,0.184,0.18653333333333333
9,29.57133283701155,29.99869263050323,18.573333333333338,0.17920000000000003,0.1857333333333333
10,30.0183413566408,30.19517989187873,18.040000000000003,0.18080000000000002,0.1804
11,29.96430735976253,29.8955368182811,18.85333333333333,0.1916,0.18853333333333336
12,29.69413737537124,29.50256229553012,19.92,0.19320000000000004,0.1992
13,29.453440480186256,29.75799573531825,19.226666666666667,0.2024,0.19226666666666664
14,29.487825750926948,29.910273362884265,18.813333333333336,0.18280000000000002,0.1881333333333333
15,30.54394478082024,29.458352661720628,20.04,0.188,0.2004
16,28.981871052885072,29.62045465235541,19.599999999999998,0.1824,0.19600000000000006
17,30.18535552880996,29.527123203202056,19.85333333333333,0.1844,0.1985333333333333
18,29.59589374468348,29.030992868228935,21.2,0.196,0.212
19,29.694137375371227,29.66957646769929,19.46666666666667,0.18359999999999999,0.19466666666666665
20,29.920097725953042,29.841502821402834,18.999999999999996,0.1788,0.18999999999999997
21,29.659752104630517,29.36502121256727,20.293333333333337,0.2,0.2029333333333333
22,29.428879572514326,30.27377479642892,17.826666666666664,0.17679999999999998,0.17826666666666666
23,29.72361046457756,29.78255664299019,19.16,0.19,0.1916
24,29.56150847394278,29.571332837011536,19.733333333333334,0.19080000000000003,0.1973333333333334
25,30.21482861801628,29.669576467699287,19.46666666666667,0.18400000000000002,0.19466666666666665
26,30.092024079656603,30.1657068026724,18.12,0.1824,0.18119999999999997
27,29.36502121256729,30.150970258069236,18.160000000000004,0.1752,0.18160000000000004
28,29.812029732196525,30.224652981085047,17.96,0.17559999999999998,0.17959999999999998
29,29.374845575636055,29.369933394101658,20.279999999999998,0.20279999999999995,0.20279999999999998
