epoch,train_loss,val_loss,val_acc,val_head_support_acc,val_head_query_acc
0,22.379899070668515,16.06774579898085,56.38666666666667,1.0,0.5638666666666667
1,22.478142701356276,15.984238712896268,56.61333333333334,1.0,0.5661333333333334
2,22.463406156753123,16.64738322003855,54.81333333333332,1.0,0.5481333333333334
3,22.502703609028217,16.534403044747638,55.11999999999999,1.0,0.5512
4,22.08025599707089,16.416510687922347,55.43999999999999,1.0,0.5544
5,22.1539387200867,16.932289749033018,54.04,1.0,0.5404000000000001
6,23.14128720849856,16.75545121379507,54.52,1.0,0.5451999999999999
7,21.83955910188593,17.025621198186375,53.78666666666667,1.0,0.5378666666666667
8,22.679542144266147,16.165989429668596,56.12,1.0,0.5612
9,22.085168178605294,17.30561554564645,53.02666666666667,1.0,0.5302666666666667
10,22.664805599662987,16.455808140197448,55.33333333333334,1.0,0.5533333333333335
11,22.60585942125033,16.0087996205682,56.54666666666666,1.0,0.5654666666666668
12,22.085168178605283,16.583524860091515,54.98666666666667,1.0,0.5498666666666666
13,22.620595965853497,16.17090161120298,56.106666666666676,1.0,0.5610666666666667
14,22.374986889134135,16.765275576863843,54.49333333333332,1.0,0.5449333333333333
15,22.198148353896205,16.401774143319184,55.48,1.0,0.5548000000000001
16,23.14619939003294,16.87825575215475,54.18666666666666,1.0,0.5418666666666666
17,22.561649787440853,16.82422175527649,54.33333333333332,1.0,0.5433333333333333
18,22.080255997070893,16.819309573742107,54.346666666666664,1.0,0.5434666666666665
19,22.050782907864583,16.450895958663057,55.346666666666664,1.0,0.5534666666666667
20,22.271831076912008,16.362476691044087,55.58666666666666,1.0,0.5558666666666667
21,22.08516817860529,16.843870481414044,54.28,1.0,0.5428000000000001
22,22.640244691991043,16.416510687922347,55.43999999999999,1.0,0.5544
23,22.29147980304955,16.65229540157294,54.80000000000001,1.0,0.5479999999999999
24,22.119553449345993,16.834046118345267,54.30666666666666,1.0,0.5430666666666666
25,22.767961411885125,16.367388872578474,55.57333333333332,1.0,0.5557333333333333
26,22.797434501091445,16.711241579985586,54.64000000000001,1.0,0.5464000000000001
27,22.01639763712387,17.0894795581334,53.61333333333333,1.0,0.5361333333333334
28,22.14902653855232,16.863519207551594,54.22666666666666,1.0,0.5422666666666668
29,22.384811252202912,16.534403044747645,55.12,1.0,0.5512
