epoch,train_loss,val_loss,val_acc,val_head_support_acc,val_head_query_acc
0,0.8596654877066612,0.9282301881909371,67.81333333333332,0.8783999999999998,0.6781333333333334
1,0.7947889813780784,0.9097563436627388,68.62666666666665,0.9072,0.6862666666666667
2,0.6524741064012051,0.9233818098902702,67.73333333333333,0.9004000000000001,0.6773333333333332
3,0.565234886109829,0.951861677467823,67.34666666666666,0.9063999999999999,0.6734666666666667
4,0.535156634002924,0.9168579751253128,67.93333333333332,0.9159999999999999,0.6793333333333332
5,0.5132751585543156,0.918828407227993,67.38666666666666,0.9039999999999999,0.6738666666666666
6,0.4964208361506462,0.8964933732151985,69.21333333333334,0.9139999999999999,0.6921333333333334
7,0.47269483484327796,0.8996735015511512,68.4,0.9087999999999999,0.6839999999999999
8,0.4989105919748545,0.8533598944544792,71.33333333333334,0.9188000000000001,0.7133333333333333
9,0.4488629770278931,0.8765616822242737,70.44,0.9264,0.7044
10,0.43065124470740557,0.8569141542911529,71.27999999999999,0.9292,0.7128
11,0.41933647574856875,0.8682800763845444,69.41333333333333,0.9243999999999999,0.6941333333333332
12,0.4178671794757247,0.8917750716209412,70.11999999999999,0.9335999999999999,0.7012
13,0.44428423665463923,0.8508411091566086,71.05333333333333,0.9196000000000001,0.7105333333333332
14,0.3855183958262205,0.8301962515711785,71.32000000000001,0.938,0.7132000000000001
15,0.382964455280453,0.9258870494365692,67.02666666666667,0.9308,0.6702666666666669
16,0.38488358357921243,0.8487646904587746,70.44000000000001,0.9487999999999999,0.7044
17,0.3612314382195473,0.8887692043185234,69.36,0.9319999999999999,0.6936
18,0.3895522430539131,0.855587719976902,69.88000000000001,0.9327999999999997,0.6988000000000001
19,0.355460814870894,0.9167277489602565,67.84,0.9331999999999999,0.6784
20,0.3238094972074032,0.8674818900227547,70.74666666666666,0.9399999999999998,0.7074666666666667
21,0.35393878804519774,0.8534681382775307,70.22666666666667,0.9388,0.7022666666666667
22,0.3116360794287175,0.9355223774909973,67.05333333333334,0.9324000000000001,0.6705333333333335
23,0.35835371728986504,0.8586626061797142,69.39999999999999,0.9339999999999999,0.6940000000000001
24,0.3125899568106979,0.8869952496886253,69.24,0.9336,0.6923999999999998
25,0.3288036740757525,0.8510308477282524,70.10666666666665,0.9399999999999997,0.7010666666666668
26,0.3284426484629512,0.8552742046117783,70.17333333333335,0.9508,0.7017333333333333
27,0.30368981083855034,0.8790823855996132,69.75999999999999,0.9528,0.6975999999999999
28,0.3140851966291666,0.8587247049808502,70.03999999999999,0.9503999999999999,0.7003999999999999
29,0.3327855230122805,0.8879886072874069,68.4,0.9488,0.6839999999999999
